,delivery_id,id_source,delivery_cost_sds,radius,delivery_options,promo,delivery,take_away,dine_in
0,delv_0,SGDD01085,5.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
1,delv_1,4-CYTDLPUJEP53N6,5.7,3000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
2,delv_2,SGDD05605,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
3,delv_3,SGDD07548,5.6,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4,delv_4,4-CY2ZLZLTT2EDJ2,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
5,delv_5,4-C2L2AKNYEENBVX,7.3,25000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
6,delv_6,4-CY3TEKXEVCN1J6,5.6,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
7,delv_7,4-C2NXGNCCHBXCE2,4.09,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $25 spend)!,True,True,False
8,delv_8,4-C2DCC7TVE3WWGT,7.5,10000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
9,delv_9,4-C2CZN3VCUGJYC6,6.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
10,delv_10,SGDD05457,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
11,delv_11,SGDD06403,7.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
12,delv_12,4-CYXKLNBFTF3CVJ,5.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
13,delv_13,4-CYT3AJMJANWCTE,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
14,delv_14,4-CYVGMB5KJBVWPE,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
15,delv_15,4-CYVER7T3JJMWKE,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
16,delv_16,SGDD01775,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
17,delv_17,4-CYNKN8BEVKAXG6,5.7,5000,DELIVERY_TAKEAWAY,⚡ Bundle Deals Available!,True,True,False
18,delv_18,SGDD07325,4.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
19,delv_19,SGDD03059,4.09,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
20,delv_20,SGDD05419,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
21,delv_21,4-C2MFTGNUEPKGEN,6.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
22,delv_22,4-C2BBTACEE4CXR6,4.7,5000,DELIVERY_TAKEAWAY,Takeaway Set Promo,True,True,False
23,delv_23,SGDD09210,7.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
24,delv_24,4-C2KYHACHNNXJL6,7.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
25,delv_25,4-CZKKEB5VNNKKEA,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
26,delv_26,4-C2AYHEVGE3CHT6,4.09,3000,ONLY_DELIVERY,$0 Delivery Fee (min. $28 spend)!,True,False,False
27,delv_27,4-CZATRPEGSALZC6,5.5,10000,ONLY_DELIVERY,No Promotion available,True,False,False
28,delv_28,SGDD11680,4.7,3000,ONLY_DELIVERY,No Promotion available,True,False,False
29,delv_29,4-CZDYGRKWA6NERJ,7.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
30,delv_30,4-CZDWNPXXWCLTFA,4.09,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
31,delv_31,4-CYMFLRL3C8NUTE,5.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
32,delv_32,SGDD08899,4.7,5000,DELIVERY_DINEIN,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,True
33,delv_33,4-CYWJRYJDRCBKNX,6.6,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
34,delv_34,4-C2NKT3VHJ3MYUE,5.6,4000,ONLY_DELIVERY,No Promotion available,True,False,False
35,delv_35,4-CZJ1L3BWJLMUA2,5.6,3000,DELIVERY_TAKEAWAY,20% OFF Family Bundles,True,True,False
36,delv_36,4-CYNFTB5HV4CXME,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
37,delv_37,4-C2E2GYCDJT2ASA,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
38,delv_38,4-CZCZKANXRJ6AVE,7.5,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
39,delv_39,4-CZB2E66WECA3R6,5.6,5000,DELIVERY_TAKEAWAY,15% off with S$30.00 min. order,True,True,False
40,delv_40,4-C2ATJPBFV7UAJ2,5.6,5000,DELIVERY_TAKEAWAY,20% off with S$25.00 min. order,True,True,False
41,delv_41,4-C2MTRFCESFUVVA,4.7,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
42,delv_42,4-CYLJWGJ1N6E1R6,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
43,delv_43,4-C2NYV4CHJPNET6,5.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
44,delv_44,4-C2CYVUVVAYKXTJ,8.5,2000,ONLY_DELIVERY,No Promotion available,True,False,False
45,delv_45,4-CZC2EXT1UFUVEX,5.4,3000,ONLY_DELIVERY,No Promotion available,True,False,False
46,delv_46,4-CZLGDEAUN3CWRN,5.6,6000,ONLY_DELIVERY,No Promotion available,True,False,False
47,delv_47,4-C2TYVNCKMAEBSA,5.7,2500,ONLY_DELIVERY,June Specials - Discounted Items!,True,False,False
48,delv_48,SGDD08368,4.7,5000,DELIVERY_TAKEAWAY,10% off with minimum $30 purchase,True,True,False
49,delv_49,4-C2DYUENVNATCT6,5.5,5000,DELIVERY_TAKEAWAY,10% off with minimum $30 purchase,True,True,False
50,delv_50,4-C2KWT4CGAK3DC2,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
51,delv_51,4-CZD2C8AJEYAWEX,1.99,5000,ONLY_DELIVERY,No Promotion available,True,False,False
52,delv_52,4-CZJ1NNW2KBXBFE,5.0,4000,ONLY_DELIVERY,Discounted Items,True,False,False
53,delv_53,4-CZJFNJVYCPBDME,5.4,5000,DELIVERY_TAKEAWAY,15% off min spend $60,True,True,False
54,delv_54,SGDD09519,4.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
55,delv_55,4-CYTWUBCFACBWGX,5.5,25000,DELIVERY_TAKEAWAY_DINEIN,No Promotion available,True,True,True
56,delv_56,4-CZLACENHT2NKV2,5.7,5000,ONLY_DELIVERY,No Promotion available,True,False,False
57,delv_57,4-CZJWJ2XKE2KWT2,5.7,6000,ONLY_DELIVERY,No Promotion available,True,False,False
58,delv_58,4-C2MTBB4ER6E1EA,5.7,5000,DELIVERY_TAKEAWAY,30% off with S$15.00 min. order,True,True,False
59,delv_59,4-CZBCRYK1ALM3AN,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
60,delv_60,SGDD05740,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
61,delv_61,4-C2TTLVMCGJDGGJ,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
62,delv_62,4-CYNXNEEDJ4JFHA,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
63,delv_63,4-C2LKCFCCL2TKLT,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
64,delv_64,4-C2UBV8MHHADJG6,5.7,5000,ONLY_DELIVERY,No Promotion available,True,False,False
65,delv_65,4-C2CYALCCLGBZLT,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
66,delv_66,4-CY2ZEXD1C3KUEA,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
67,delv_67,4-C2CJVCA1LB6WJA,5.6,5000,DELIVERY_TAKEAWAY,10% off with minimum $30 purchase,True,True,False
68,delv_68,4-CY3XJE6XFBWTAJ,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
69,delv_69,4-C2JEEZCDBBXUNJ,5.6,25000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
70,delv_70,4-C2CETJ4WCCAFVJ,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
71,delv_71,4-CZDXLUTEEZCHNJ,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
72,delv_72,4-CYMJLB2CC2WXGT,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
73,delv_73,4-C2TYTCLHWBVKHE,7.6,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
74,delv_74,4-CZJZVBJXRN5TR6,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
75,delv_75,4-CYTVWCMKV23FJN,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
76,delv_76,SGDD07935,5.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
77,delv_77,4-CZEYGGAJNBUDRT,8.5,10000,ONLY_DELIVERY,No Promotion available,True,False,False
78,delv_78,SGDD09746,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
79,delv_79,4-C2BWMEKYLJAFAA,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
80,delv_80,4-C2JDLA2WCLDWC6,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
81,delv_81,4-CZDZV3BGKB2YTN,7.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
82,delv_82,4-CYTKLXEZALNJAN,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
83,delv_83,4-C2BWJLCBGUWBR2,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
84,delv_84,4-C2MTBB4FE6NVFE,5.7,5000,DELIVERY_TAKEAWAY,30% off with S$15.00 min. order,True,True,False
85,delv_85,4-C2DJCYTCJZK3J2,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
86,delv_86,4-C2TYTJ5UGPCDWA,7.4,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
87,delv_87,SGDD06457,4.09,3000,ONLY_DELIVERY,$0 Delivery Fee (min. $20 spend)!,True,False,False
88,delv_88,SGDD07555,7.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
89,delv_89,4-C2KXKANZFF3TRX,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
90,delv_90,4-CZN1UFUTNXCALA,5.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
91,delv_91,4-C2E2ELN1PFKFNX,1.99,10000,ONLY_DELIVERY,No Promotion available,True,False,False
92,delv_92,4-CZKCWFVHGBCDRN,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
93,delv_93,SGDD06514,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
94,delv_94,4-CY3TC8KCSAWXRN,7.5,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
95,delv_95,4-C2EVGKDBGCABN2,5.6,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
96,delv_96,SGDD01874,5.6,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
97,delv_97,4-CZD2GAUJHBCUJT,5.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
98,delv_98,4-CZD3NN33JF43NT,6.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
99,delv_99,4-C2DDUBCKWE3WGA,5.4,5000,DELIVERY_TAKEAWAY,Family Bundle Promo,True,True,False
100,delv_100,4-C2TYR6TDAEUBNN,5.7,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
101,delv_101,4-CZKXA2TJR3NZT2,5.0,2862,ONLY_DELIVERY,No Promotion available,True,False,False
102,delv_102,SGDD07547,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
103,delv_103,4-C2J2ECCFWBDJEA,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
104,delv_104,4-CZCUWBUHJ4MXCT,5.6,5000,DELIVERY_TAKEAWAY_DINEIN,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,True
105,delv_105,4-CZA3CYTHAPNVWE,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
106,delv_106,SGDD09383,5.7,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
107,delv_107,4-CZKBVNBKJB63CT,7.1,5000,DELIVERY_TAKEAWAY,S$5.00 off with S$25.00 min. order,True,True,False
108,delv_108,4-CZD3UBTUE3ATET,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
109,delv_109,SGDD03105,8.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
110,delv_110,4-CZJYVPXKGTEFVJ,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
111,delv_111,4-CZJAGJLCJJNZEX,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
112,delv_112,4-C2DCCYVCRBDECJ,7.3,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
113,delv_113,4-C2AJECMJNNAENE,7.7,10000,ONLY_DELIVERY,No Promotion available,True,False,False
114,delv_114,4-CZC2EFJJSAKUV6,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
115,delv_115,4-CZAZL2UCCJCVVT,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
116,delv_116,4-C2T2G2CEAECBWA,5.7,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
117,delv_117,4-CYVEL2L2E3N2JE,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
118,delv_118,4-CZDDGEJJGLDDRE,5.5,3000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
119,delv_119,4-C2TTNJMYDCJUR2,5.8,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
120,delv_120,4-CY2FGFDVJEJZGE,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
121,delv_121,4-C2BWMEKYLBL2LA,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
122,delv_122,4-C2MTTBDALZETGN,5.7,5000,DELIVERY_TAKEAWAY,15% off with S$2.00 min. order,True,True,False
123,delv_123,SGDD02200,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
124,delv_124,SGDD06419,4.09,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $40 spend)!,True,True,False
125,delv_125,4-CZDTAXMGJY4FEJ,10.5,4000,ONLY_DELIVERY,No Promotion available,True,False,False
126,delv_126,4-C2TBE261CY5UJN,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
127,delv_127,4-CZBCELB3E3WDSE,5.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
128,delv_128,4-CZJZAVLZWAXXRT,5.7,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
129,delv_129,SGDD10406,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
130,delv_130,4-C2TYR6TDAPJEWE,5.7,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
131,delv_131,4-CZD3PFVUN6EWC2,6.0,25000,DELIVERY_TAKEAWAY,S$6.00 off delivery fee with S$60.00 min. order,True,True,False
132,delv_132,SGDD05565,5.6,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
133,delv_133,4-C2TWVJ5FLU2UBA,6.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
134,delv_134,4-CZDEA662N8ATET,7.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
135,delv_135,4-C2KKE8CECNCBDE,6.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
136,delv_136,4-C2BWMEKYMGKVAE,5.8,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
137,delv_137,4-CZNKRKBYKB4HN6,5.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
138,delv_138,SGDD04982,6.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
139,delv_139,4-CZA3ETTFKEEXR2,6.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
140,delv_140,SGDD12380,6.1,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
141,delv_141,SGDD10542,6.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
142,delv_142,4-CZEHLALGPBKWNN,4.09,3000,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
143,delv_143,4-C2KCL3CGN4AWVJ,1.99,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
144,delv_144,4-C2NJEU6VTVNBBA,6.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
145,delv_145,4-C2EHTKNTR3LDR2,6.1,3000,DELIVERY_TAKEAWAY,Free Delivery capped at $3 (min spend $30.00),True,True,False
146,delv_146,4-C2TKTNCDPA2TEX,6.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
147,delv_147,4-CYWKPAAVCYMZNA,5.7,10000,ONLY_DELIVERY,No Promotion available,True,False,False
148,delv_148,SGDD12027,4.9,3000,DELIVERY_TAKEAWAY,Get a free Margherita  with S$75.00 min. order,True,True,False
149,delv_149,4-C2EVGKDGTYXAVE,5.7,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
150,delv_150,4-C2TVNTAAVPA3C6,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
151,delv_151,4-CZDKETA3L23AG6,4.9,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
152,delv_152,4-CYT3AJMTG7DHV2,6.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
153,delv_153,4-C2NCDANZV3NGT6,5.7,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
154,delv_154,4-C2T3JBCKGKTJGE,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
155,delv_155,4-CYLJWGCVKEN3UE,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
156,delv_156,SGDD01120,5.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
157,delv_157,4-C2TYV35APENYWE,5.5,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
158,delv_158,4-C2TYCAVWG76CKA,6.4,5000,DELIVERY_TAKEAWAY,10% off with S$20.00 min. order,True,True,False
159,delv_159,4-CYLCC36TV6WAL2,6.0,5000,DELIVERY_TAKEAWAY,Get a free Fried Spam Fries with S$13.00 min. order,True,True,False
160,delv_160,4-CYLXGEN2CFLUVT,6.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
161,delv_161,4-CYTKLXETUBJWDE,6.4,5000,DELIVERY_TAKEAWAY,New Flavour Promo!,True,True,False
162,delv_162,4-CY6TNCMYL8MGNN,5.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
163,delv_163,4-CZDXNZCWJKD3R6,7.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
164,delv_164,4-CZMHCB53JNKKMA,6.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
165,delv_165,4-CZD3NKXKCGEVPA,8.7,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
166,delv_166,4-CZD3NKXCCVKKHA,8.7,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
167,delv_167,4-C2MKVBCFNFMCKE,5.7,4000,ONLY_DELIVERY,No Promotion available,True,False,False
168,delv_168,4-CZKCUAXBA2A3AJ,5.0,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
169,delv_169,4-C2TVEZMALRLVNJ,6.0,5000,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$30.00 min. order,True,True,False
170,delv_170,4-C2NZRULFJY3YC6,5.8,25000,ONLY_DELIVERY,5% off Children Toys,True,False,False
171,delv_171,SGDD10774,6.2,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
172,delv_172,4-CYVAPGJWFETEJJ,6.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
173,delv_173,4-C2JYRVLGTLDWJA,5.0,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
174,delv_174,4-CY5EVKMTLELGRN,6.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
175,delv_175,4-CYUFCABTJ8KWUA,8.2,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
176,delv_176,SGDD10632,6.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
177,delv_177,4-C2MBJ26UHFA1RA,5.0,25000,ONLY_DELIVERY,"Free Delivery with promo code ""DRINKS""",True,False,False
178,delv_178,4-CYU2NXVFVTUGFE,6.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
179,delv_179,4-C2EULNVECA2HTX,6.1,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
180,delv_180,4-CZC1GJXULJWCJE,5.0,5000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
181,delv_181,4-CZDZE4CBBEAHUE,6.3,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
182,delv_182,4-CZCVA2CTDF4GBE,8.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
183,delv_183,4-C2NKCETTG72JBE,6.1,10000,ONLY_DELIVERY,Get $5 off every $30 spend!,True,False,False
184,delv_184,4-CZCAV4KUJU4URJ,7.9,3000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
185,delv_185,4-C2T3GKJFRPABJ2,6.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
186,delv_186,4-C2M1VGEJJVNFGT,7.5,5000,DELIVERY_TAKEAWAY,30% off Meal for 1,True,True,False
187,delv_187,4-C2BHHAUTLLECNE,7.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
188,delv_188,SGDD08706,6.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
189,delv_189,SGDD05411,6.8,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
190,delv_190,4-C2C1MB32J3MVJ2,6.4,5000,ONLY_DELIVERY,No Promotion available,True,False,False
191,delv_191,4-C2NCUAVDR2KFE6,7.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
192,delv_192,4-CZDTJVBYL7UTLX,12.0,25000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
193,delv_193,4-C2DTLKVDAP3XN2,6.3,3000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
194,delv_194,4-CYNKN8BUNVNWVE,6.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
195,delv_195,4-CZJYT7EHR8LHTX,7.7,3000,ONLY_DELIVERY,10% off with S$15.00 min. order,True,False,False
