,delivery_id,id_source,delivery_cost_sds,radius,delivery_options,promo,delivery,take_away,dine_in
4721,delv_4721,4-CZDZJ4L3LVMXG6,16.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4722,delv_4722,4-C2CGGXVDRRLXEE,7.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4723,delv_4723,4-CYLXGENGCJ4JC6,17.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4724,delv_4724,4-CZDXNAVBJKBTBA,7.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4725,delv_4725,4-C2KBNUVEDGJ3N6,24.9,25000,ONLY_DELIVERY,No Promotion available,True,False,False
4726,delv_4726,4-C2D3GLNVEUUKJN,18.8,10000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
4727,delv_4727,4-CY6XV4B2NGCHWA,21.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4728,delv_4728,4-CZDXMCNBETXCTT,7.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4729,delv_4729,SGDD01371,7.1,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4730,delv_4730,4-C2TWVVLAV6LEJE,7.3,5000,DELIVERY_TAKEAWAY,Get a free Luncheon Meat 午餐肉 with S$10.00 min. order,True,True,False
4731,delv_4731,4-C2UGE2VDPEATGJ,18.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4732,delv_4732,4-C2NTAUVWBFADCT,3.3,2500,ONLY_DELIVERY,$0 Delivery Fee (min. $18 spend)!,True,False,False
4733,delv_4733,4-CZLWWBTCCE6BL2,7.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4734,delv_4734,SGDD11926,10.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4735,delv_4735,4-CYVDRJXBCEUULX,4.8,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4736,delv_4736,4-C2TBCXVUWA6XG6,7.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4737,delv_4737,4-CYLYTUDCJBKTLA,5.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4738,delv_4738,4-CY2EHFMART6ZRT,3.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4739,delv_4739,4-CYUJGTL3SAEYVA,9.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4740,delv_4740,SGDD09551,24.9,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4741,delv_4741,SGDD11670,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4742,delv_4742,4-CY3KEZE2CE2HSA,7.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4743,delv_4743,4-CZNGCK2VE3XCNA,15.0,25000,DELIVERY_TAKEAWAY,10% off with S$15.00 min. order,True,True,False
4744,delv_4744,4-C2UGDEXGJRCYJX,18.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4745,delv_4745,4-CZDVCNVFVYVKJX,8.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4746,delv_4746,SGDD12452,6.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4747,delv_4747,4-CYTJPBN1UFDYJT,24.4,25000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4748,delv_4748,4-CYN2GYVHR6EUUA,18.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4749,delv_4749,4-C2LGRZK3C2DBG6,7.7,5000,DELIVERY_TAKEAWAY,S$4.00 off delivery fee with S$15.00 min. order,True,True,False
4750,delv_4750,4-CY31EGKYGAACEE,10.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4751,delv_4751,SGDD10838,19.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4752,delv_4752,4-C2DDAPBDJET3AE,7.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4753,delv_4753,4-C2L2ALEKNALTFE,8.4,5000,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$25.00 min. order,True,True,False
4754,delv_4754,4-C2LXGFKUCPBYCJ,12.0,10000,ONLY_DELIVERY,No Promotion available,True,False,False
4755,delv_4755,SGDD00063,5.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4756,delv_4756,4-C2M1TTVKV6AELA,6.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4757,delv_4757,4-C2L3MECBVXTKNX,9.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4758,delv_4758,4-CZCYR36CA4LZA2,16.5,25000,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$28.00 min. order,True,True,False
4759,delv_4759,4-CZKXA2WZKE5GNT,5.0,2385,ONLY_DELIVERY,No Promotion available,True,False,False
4760,delv_4760,4-CZDVRPUYCFWCEE,6.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4761,delv_4761,4-C2EVGKDAFCNWE6,6.9,2500,DELIVERY_TAKEAWAY,$0 Delivery Fee (min. $35 spend)!,True,True,False
4762,delv_4762,4-C2TVFFCEG8MECN,4.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4763,delv_4763,4-C2LDBB63CGKWLX,13.9,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4764,delv_4764,4-CZJKVCD3SF6CVX,8.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4765,delv_4765,4-CYXVGPTWUF6VJ2,3.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4766,delv_4766,4-CYWUJ32UFBMBTJ,8.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4767,delv_4767,4-CYUBN33TPFXJGT,8.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4768,delv_4768,SGDD06188,7.0,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4769,delv_4769,4-C2NDNRCEJFKUVN,10.1,5000,DELIVERY_TAKEAWAY,30% Off Full Menu,True,True,False
4770,delv_4770,4-CYLTMAKFVJKGUA,7.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4771,delv_4771,4-C2NCEX6ZTYL2RX,10.0,25000,ONLY_DELIVERY,S$4.00 off delivery fee with S$36.00 min. order,True,False,False
4772,delv_4772,SGDD10200,5.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4773,delv_4773,4-CY6VKAAGC3A3GX,6.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4774,delv_4774,4-CY2ZLUVJDFAFJX,8.4,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4775,delv_4775,4-CZEKGPBHJK41VN,8.3,5000,DELIVERY_TAKEAWAY,10% off Chongqing Grilled Fish 重庆烤鱼,True,True,False
4776,delv_4776,4-CZCVVACJHCAYVT,5.0,5000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
4777,delv_4777,4-C2LKC6LALLBFAE,5.0,25000,ONLY_DELIVERY,No Promotion available,True,False,False
4778,delv_4778,4-CYTKLXETNJNDNX,4.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4779,delv_4779,4-CYXYSE5AR36AA2,8.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4780,delv_4780,4-C2KCL361SFJTV6,5.0,25000,ONLY_DELIVERY,20% off with S$50.00 min. order,True,False,False
4781,delv_4781,4-C2BBE6BJRVEHTT,13.0,25000,ONLY_DELIVERY,"Free Delivery with promo code ""DRINKS""",True,False,False
4782,delv_4782,4-CZJEVB6KWBDUCA,20.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4783,delv_4783,4-CZKKRYTKLK32RE,11.0,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4784,delv_4784,4-CZNEJ4KGCN4WAE,5.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4785,delv_4785,4-CZDYRAA1CEMHR6,5.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4786,delv_4786,4-CY4DAVBXEA6DG6,5.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4787,delv_4787,4-CZEKAUUGMETHJE,9.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4788,delv_4788,SGDD06432,8.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4789,delv_4789,4-CY2FC8JTGUCAJN,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4790,delv_4790,SGDD11998,4.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4791,delv_4791,4-C2CKATBUHCK1LE,6.1,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4792,delv_4792,4-C2NURYVDV4BHCT,8.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4793,delv_4793,4-C2LCGNTTPGMHDE,5.0,2500,ONLY_DELIVERY,No Promotion available,True,False,False
4794,delv_4794,SGDD08173,23.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4795,delv_4795,4-C2DCCGAVJ8N2CX,5.0,2800,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4796,delv_4796,4-CZMAV6ABE2BZAT,23.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4797,delv_4797,4-CZDJL3KTL6E2CX,17.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4798,delv_4798,4-CY6ARADDJUVFE2,3.3,2500,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4799,delv_4799,4-C2NDVLLAV3ECGJ,17.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4800,delv_4800,4-CY6ETPNXEEM3SA,17.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4801,delv_4801,SGDD01199,23.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4802,delv_4802,4-CYLXGECBN6JCGA,23.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4803,delv_4803,SGDD02811,23.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4804,delv_4804,4-C2UGGPCHA65WTJ,18.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4805,delv_4805,4-CYWKANNWNFJYJJ,22.3,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4806,delv_4806,4-CZDCG63BT7BUE6,18.0,25000,ONLY_DELIVERY,No Promotion available,True,False,False
4807,delv_4807,4-CZCFFB6FSAXYTA,17.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4808,delv_4808,4-C2BXJ6VAMABJR2,4.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4809,delv_4809,4-C2K3TCNZTB2HSE,22.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4810,delv_4810,4-C2THCXJXNA6VVN,21.3,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4811,delv_4811,4-CZDTGBVBAJKGFE,4.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4812,delv_4812,4-CYMWWBDFNB6AN6,17.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4813,delv_4813,4-CYLXGEMCGK5HC2,16.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4814,delv_4814,4-C2LWN6JXA73TSA,3.9,4754,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4815,delv_4815,4-C2BGLBLZC3WVBE,8.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4816,delv_4816,4-C2C2KBDDLUU3TX,17.2,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4817,delv_4817,4-C2DTPCNUFALHL6,,25000,ONLY_DELIVERY,No Promotion available,True,False,False
4818,delv_4818,4-CYN2GYVEN8LTPA,5.3,2500,ONLY_DELIVERY,2 x Spicy Buffalo Chicken Meal (U.P. $21.40),True,False,False
4819,delv_4819,4-CYXCTJBXUABZV6,4.2,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4820,delv_4820,4-CY5WLB6TRUWZUA,6.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4821,delv_4821,4-C2A2T3VGNYTYBE,4.9,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4822,delv_4822,4-CYMZRGBENP3DC2,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4823,delv_4823,SGDD09394,10.7,2500,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4824,delv_4824,4-C2DTNAVVGYCVNT,18.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4825,delv_4825,SGDD09107,7.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4826,delv_4826,4-CZKKEB5GR2UWAJ,22.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4827,delv_4827,4-CY31EADYFCEZG6,17.3,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4828,delv_4828,SGDD10541,4.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4829,delv_4829,4-CZDUEBNHLCLHVE,22.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4830,delv_4830,4-C2TYPANXFB2YG2,8.4,4000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
4831,delv_4831,4-CZCZFFUKT6CHFE,21.7,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4832,delv_4832,4-CY43LJJKRPDHBA,17.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4833,delv_4833,4-CYMCJ7XEEF4HVA,4.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4834,delv_4834,SGDD05645,24.9,25000,ONLY_DELIVERY,20% OFF Ramdon!,True,False,False
4835,delv_4835,4-CZEUPBUHA6B2RT,16.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4836,delv_4836,4-C2MUVAVFA2MWJX,4.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4837,delv_4837,4-CZDFAF3ARVMAJA,21.3,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4838,delv_4838,4-CZC2VXKKTATUUA,18.3,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4839,delv_4839,4-CZMEEUVGNTWHV2,10.0,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4840,delv_4840,4-CZJZVTVAAXLBV2,6.6,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4841,delv_4841,4-C2LVNB2BWGE3EX,6.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4842,delv_4842,SGDD08158,7.5,5000,DELIVERY_TAKEAWAY,20% off with S$20.00 min. order,True,True,False
4843,delv_4843,4-CZECJUNBG7B1VT,18.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4844,delv_4844,SGDD07788,17.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4845,delv_4845,4-CZDHLLBBNAJZC6,24.5,25000,DELIVERY_TAKEAWAY,S$3.00 off with S$25.00 min. order,True,True,False
4846,delv_4846,4-C2TTL3VEJ66BL2,6.4,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4847,delv_4847,4-C2TGFAVFAKBJTT,24.8,25000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4848,delv_4848,4-CZE2L6MWCPLECT,7.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4849,delv_4849,4-CYLXGCNWCGEBTA,20.5,5000,DELIVERY_TAKEAWAY_DINEIN,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,True
4850,delv_4850,4-C2CVG3CCWE5YLT,16.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4851,delv_4851,4-C2LGPCJAERMDJ6,6.0,25000,DELIVERY_TAKEAWAY,50% off Paneer Makhni,True,True,False
4852,delv_4852,4-CZDKJ7EABB2ULX,7.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4853,delv_4853,4-CZE2NN5KANTBTJ,16.5,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4854,delv_4854,4-CZEGTTM2T7JYFE,7.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4855,delv_4855,4-C2DKTXCAVK4HL6,6.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4856,delv_4856,4-CZB1MFC3VNU3AJ,9.1,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4857,delv_4857,4-CZE3MFNJJRMCDA,16.6,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4858,delv_4858,4-CZDYJUJCVETZGE,7.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4859,delv_4859,4-CZBVVVC3J2MJJ6,6.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4860,delv_4860,4-CZDZLKNBCY4WEA,16.6,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4861,delv_4861,4-CZD2EZKCR3CTCN,18.1,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4862,delv_4862,SGDD07753,16.6,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4863,delv_4863,4-CZCYNGJGAVJUV6,16.5,5000,ONLY_DELIVERY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,False,False
4864,delv_4864,4-CYWWVX43J3MTV2,5.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4865,delv_4865,4-CZD2C6MEKATEMA,5.6,5000,DELIVERY_TAKEAWAY,$0.50 off Healthy Me Combo,True,True,False
4866,delv_4866,4-CZEFTY3ZEY42CA,16.5,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4867,delv_4867,4-C2ABNTWXCE3HVN,8.6,5000,ONLY_DELIVERY,No Promotion available,True,False,False
4868,delv_4868,4-CZMAACLUT8EFGA,20.0,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4869,delv_4869,SGDD12146,7.8,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4870,delv_4870,4-C2EFJRM1G7XVEA,24.6,25000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4871,delv_4871,SGDD07164,16.5,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4872,delv_4872,4-C2JHBBNXVE43TN,7.8,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4873,delv_4873,4-CZD2VUAECYMKCA,7.2,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4874,delv_4874,4-CY2ZLN6WRN3FGN,5.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4875,delv_4875,4-CZD2C6MYNJTGTJ,20.0,5000,DELIVERY_TAKEAWAY,$0.50 off Healthy Me Combo,True,True,False
4876,delv_4876,4-C2JYMGLYCEVFVT,5.9,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4877,delv_4877,4-CYVERRLHJJAGJA,16.6,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4878,delv_4878,SGDD08224,5.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4879,delv_4879,4-CYN2GYVACNMGET,22.4,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4880,delv_4880,4-C2BBJBCKGTCFAE,16.5,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4881,delv_4881,SGDD09803,5.7,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4882,delv_4882,4-CZNFLN2VALMYJJ,8.0,25000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
4883,delv_4883,SGDD07124,19.7,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4884,delv_4884,4-CYLCC36AGXMFGT,8.5,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4885,delv_4885,4-C2MHL34EJCK3JX,5.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4886,delv_4886,4-C2LHNA43HEVHME,7.9,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4887,delv_4887,4-CY3DJREBJYUDGA,16.6,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4888,delv_4888,SGDD06747,9.0,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4889,delv_4889,SGDD09183,17.9,5000,ONLY_DELIVERY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,False,False
4890,delv_4890,4-CY4JLGCKJ2XYSA,16.5,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4891,delv_4891,4-CZD2TB6TDB2AJX,6.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4892,delv_4892,4-CZEWJT3KT2N2GX,8.0,25000,ONLY_DELIVERY,"Enjoy 20% off min. spend $25 with promo code ""GROCERIES""!",True,False,False
4893,delv_4893,4-CYVFJK5KRRNJTE,21.3,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
4894,delv_4894,4-CYTKLXEGLNLBRX,20.3,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4895,delv_4895,4-C2N1NT6XEYU2SE,5.0,25000,ONLY_DELIVERY,No Promotion available,True,False,False
4896,delv_4896,4-C2LYC2VAG6JYCE,5.5,5000,DELIVERY_TAKEAWAY,10% off with S$4.00 min. order,True,True,False
4897,delv_4897,4-CYVEMEVFJ7BWTX,6.0,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4898,delv_4898,4-CY3YGBCFALECNA,18.6,5000,DELIVERY_TAKEAWAY,"Use 'TEATIME' for FREE delivery between 3PM to 5PM, Mon to Sun",True,True,False
4899,delv_4899,4-C2ECRNCDMBKXJA,9.8,5000,DELIVERY_TAKEAWAY,S$3.00 off delivery fee with S$35.00 min. order,True,True,False
4900,delv_4900,4-C2CXV7CFKA4FWA,21.6,5000,DELIVERY_TAKEAWAY,"Use ""GRAB5JEM"" to enjoy a $5 discount, min spending of $15!",True,True,False
4901,delv_4901,4-CZBHAY6BSBBACJ,21.5,5000,DELIVERY_TAKEAWAY,No Promotion available,True,True,False
